year,dept,female_count,total_count,female_pct
1991-92,Landscape Arch & Env Plan,8.0,13,0.6153846153846154
1991-92,Linguistics,15.0,22,0.6818181818181818
1991-92,Materials Science & Eng,9.0,40,0.225
1991-92,Mathematics,31.0,114,0.2719298245614035
1991-92,Mechanical Engineering,15.0,136,0.11029411764705882
1991-92,Molecular & Cell Biology,147.0,356,0.41292134831460675
1991-92,Music,11.0,31,0.3548387096774194
1991-92,Near Eastern Studies,3.0,12,0.25
1991-92,Nuclear Engineering,1.0,13,0.07692307692307693
1991-92,Nutritional Sciences & Tox,35.0,40,0.875
1991-92,Optometry,31.0,63,0.49206349206349204
1991-92,Other Arts & Humanities Pgms,17.0,21,0.8095238095238095
1991-92,Other Bio Sciences Pgms,7.0,10,0.7
1991-92,Other Clg of Natural Res Pgms,6.0,19,0.3157894736842105
1991-92,Other Physical Sciences Pgms,2.0,9,0.2222222222222222
1991-92,Other Social Sciences Programs,111.0,195,0.5692307692307692
1991-92,Philosophy,15.0,52,0.28846153846153844
1991-92,Physics,9.0,73,0.1232876712328767
1991-92,Political Science,159.0,383,0.4151436031331593
1991-92,Psychology,253.0,356,0.7106741573033708
1991-92,Rhetoric,57.0,125,0.456
1991-92,Scandinavian,6.0,8,0.75
1991-92,Slavic Languages & Literatures,9.0,15,0.6
1991-92,Sociology,123.0,187,0.6577540106951871
1991-92,South & SE Asian Studies,3.0,6,0.5
1991-92,Spanish & Portuguese,28.0,38,0.7368421052631579
1991-92,Statistics,13.0,33,0.3939393939393939
1991-92,Theater Dance & Perf Stds,21.0,32,0.65625
1991-92,UG Interdisciplinary Studies,64.0,126,0.5079365079365079
1992-93,African American Studies,8.0,10,0.8
1992-93,Ag & Resource Econ & Pol,10.0,32,0.3125
1992-93,Anthropology,124.0,178,0.6966292134831461
1992-93,Architecture,75.0,191,0.39267015706806285
1992-93,Art Practice,46.0,67,0.6865671641791045
1992-93,Astronomy,2.0,8,0.25
1992-93,Bioengineering,6.0,15,0.4
1992-93,Business,112.0,261,0.42911877394636017
1992-93,Chem & Biomolecular Eng,30.0,85,0.35294117647058826
1992-93,Chemistry,17.0,52,0.3269230769230769
1992-93,City & Regional Planning,1.0,1,1.0
1992-93,Civil & Environmental Eng,24.0,111,0.21621621621621623
1992-93,Classics,8.0,15,0.5333333333333333
1992-93,Comparative Literature,30.0,41,0.7317073170731707
1992-93,Earth & Planetary Science,6.0,11,0.5454545454545454
1992-93,East Asian Lang & Culture,19.0,31,0.6129032258064516
1992-93,Economics,124.0,361,0.34349030470914127
1992-93,Electrical Eng & Computer Sci,36.0,250,0.144
1992-93,Engineering Science,5.0,17,0.29411764705882354
1992-93,English,286.0,486,0.588477366255144
1992-93,"Env Sci, Policy, & Mgmt",41.0,85,0.4823529411764706
1992-93,Ethnic Studies,60.0,88,0.6818181818181818
1992-93,Film and Media,11.0,19,0.5789473684210527
1992-93,French,20.0,34,0.5882352941176471
1992-93,Gender & Womens Studies,16.0,16,1.0
1992-93,Geography,24.0,52,0.46153846153846156
1992-93,German,15.0,27,0.5555555555555556
1992-93,History,134.0,308,0.43506493506493504
1992-93,History of Art,31.0,34,0.9117647058823529
1992-93,Industrial Eng & Ops Research,13.0,33,0.3939393939393939
1992-93,Integrative Biology,156.0,288,0.5416666666666666
1992-93,Interdisc Social Science Pgms,146.0,288,0.5069444444444444
1992-93,Italian Studies,7.0,12,0.5833333333333334
1992-93,L&S Chemistry,3.0,10,0.3
1992-93,L&S Computer Science,30.0,107,0.2803738317757009
1992-93,L&S Legal Studies,31.0,93,0.3333333333333333
1992-93,L&S Social Welfare,70.0,84,0.8333333333333334
1992-93,Landscape Arch & Env Plan,10.0,16,0.625
1992-93,Linguistics,15.0,25,0.6
1992-93,Materials Science & Eng,6.0,46,0.13043478260869565
1992-93,Mathematics,30.0,110,0.2727272727272727
1992-93,Mechanical Engineering,16.0,135,0.11851851851851852
1992-93,Molecular & Cell Biology,168.0,369,0.45528455284552843
1992-93,Music,16.0,36,0.4444444444444444
1992-93,Near Eastern Studies,13.0,16,0.8125
1992-93,Nuclear Engineering,3.0,21,0.14285714285714285
1992-93,Nutritional Sciences & Tox,13.0,14,0.9285714285714286
1992-93,Optometry,36.0,65,0.5538461538461539
1992-93,Other Arts & Humanities Pgms,7.0,12,0.5833333333333334
1992-93,Other Bio Sciences Pgms,,2,
1992-93,Other Clg of Natural Res Pgms,6.0,11,0.5454545454545454
1992-93,Other Physical Sciences Pgms,,6,
1992-93,Other Social Sciences Programs,99.0,162,0.6111111111111112
1992-93,Philosophy,30.0,75,0.4
1992-93,Physics,3.0,67,0.04477611940298507
1992-93,Plant & Microbial Biology,7.0,9,0.7777777777777778
1992-93,Political Science,153.0,347,0.4409221902017291
1992-93,Psychology,230.0,335,0.6865671641791045
1992-93,Rhetoric,55.0,106,0.5188679245283019
1992-93,Scandinavian,2.0,4,0.5
1992-93,Slavic Languages & Literatures,9.0,15,0.6
1992-93,Sociology,123.0,184,0.6684782608695652
1992-93,South & SE Asian Studies,3.0,6,0.5
1992-93,Spanish & Portuguese,34.0,50,0.68
1992-93,Statistics,6.0,17,0.35294117647058826
1992-93,Theater Dance & Perf Stds,16.0,28,0.5714285714285714
1992-93,UG Interdisciplinary Studies,114.0,184,0.6195652173913043
1993-94,African American Studies,10.0,15,0.6666666666666666
1993-94,Ag & Resource Econ & Pol,7.0,35,0.2
1993-94,Anthropology,113.0,178,0.6348314606741573
1993-94,Architecture,78.0,176,0.4431818181818182
1993-94,Art Practice,50.0,76,0.6578947368421053
1993-94,Astronomy,3.0,14,0.21428571428571427
1993-94,Bioengineering,6.0,16,0.375
1993-94,Business,118.0,244,0.48360655737704916
1993-94,Chem & Biomolecular Eng,21.0,87,0.2413793103448276
1993-94,Chemistry,22.0,57,0.38596491228070173
1993-94,City & Regional Planning,,1,
1993-94,Civil & Environmental Eng,29.0,129,0.2248062015503876
1993-94,Classics,3.0,8,0.375
1993-94,Comparative Literature,27.0,37,0.7297297297297297
1993-94,Earth & Planetary Science,4.0,10,0.4
1993-94,East Asian Lang & Culture,11.0,23,0.4782608695652174
1993-94,Economics,121.0,382,0.31675392670157065
1993-94,Electrical Eng & Computer Sci,25.0,233,0.1072961373390558
1993-94,Engineering Science,3.0,17,0.17647058823529413
1993-94,English,269.0,452,0.5951327433628318
1993-94,"Env Sci, Policy, & Mgmt",54.0,96,0.5625
1993-94,Ethnic Studies,50.0,68,0.7352941176470589
1993-94,Film and Media,9.0,23,0.391304347826087
1993-94,French,33.0,46,0.717391304347826
1993-94,Gender & Womens Studies,20.0,20,1.0
1993-94,Geography,22.0,56,0.39285714285714285
1993-94,German,9.0,22,0.4090909090909091
1993-94,History,115.0,301,0.38205980066445183
1993-94,History of Art,53.0,63,0.8412698412698413
1993-94,Industrial Eng & Ops Research,8.0,25,0.32
1993-94,Integrative Biology,145.0,242,0.5991735537190083
1993-94,Interdisc Social Science Pgms,145.0,280,0.5178571428571429
1993-94,Italian Studies,7.0,12,0.5833333333333334
1993-94,L&S Chemistry,2.0,5,0.4
1993-94,L&S Computer Science,32.0,100,0.32
1993-94,L&S Legal Studies,41.0,91,0.45054945054945056
1993-94,L&S Social Welfare,62.0,77,0.8051948051948052
1993-94,Landscape Arch & Env Plan,5.0,13,0.38461538461538464
1993-94,Linguistics,15.0,23,0.6521739130434783
1993-94,Materials Science & Eng,8.0,46,0.17391304347826086
1993-94,Mathematics,20.0,90,0.2222222222222222
1993-94,Mechanical Engineering,11.0,136,0.08088235294117647
1993-94,Molecular & Cell Biology,204.0,446,0.45739910313901344
1993-94,Music,12.0,31,0.3870967741935484
1993-94,Near Eastern Studies,6.0,13,0.46153846153846156
1993-94,Nuclear Engineering,4.0,20,0.2
1993-94,Nutritional Sciences & Tox,34.0,40,0.85
1993-94,Optometry,42.0,60,0.7
1993-94,Other Arts & Humanities Pgms,,3,
1993-94,Other Bio Sciences Pgms,2.0,4,0.5
1993-94,Other Clg of Natural Res Pgms,1.0,1,1.0
1993-94,Other Env Design Programs,1.0,1,1.0
1993-94,Other Physical Sciences Pgms,3.0,7,0.42857142857142855
1993-94,Other Social Sciences Programs,58.0,94,0.6170212765957447
1993-94,Philosophy,18.0,64,0.28125
1993-94,Physics,6.0,50,0.12
1993-94,Plant & Microbial Biology,7.0,13,0.5384615384615384
1993-94,Political Science,170.0,347,0.4899135446685879
1993-94,Psychology,245.0,365,0.6712328767123288
1993-94,Rhetoric,49.0,109,0.44954128440366975
1993-94,Scandinavian,5.0,7,0.7142857142857143
1993-94,Slavic Languages & Literatures,5.0,8,0.625
1993-94,Sociology,117.0,178,0.6573033707865169
1993-94,South & SE Asian Studies,1.0,3,0.3333333333333333
1993-94,Spanish & Portuguese,49.0,68,0.7205882352941176
1993-94,Statistics,3.0,15,0.2
1993-94,Theater Dance & Perf Stds,20.0,23,0.8695652173913043
1993-94,UG Interdisciplinary Studies,128.0,215,0.5953488372093023
1994-95,African American Studies,8.0,10,0.8
1994-95,Ag & Resource Econ & Pol,15.0,38,0.39473684210526316
1994-95,Anthropology,88.0,142,0.6197183098591549
1994-95,Architecture,71.0,186,0.3817204301075269
1994-95,Art Practice,36.0,61,0.5901639344262295
1994-95,Astronomy,5.0,20,0.25
1994-95,Bioengineering,3.0,7,0.42857142857142855
1994-95,Business,123.0,258,0.47674418604651164
1994-95,Chem & Biomolecular Eng,42.0,100,0.42
1994-95,Chemistry,20.0,59,0.3389830508474576
1994-95,City & Regional Planning,1.0,1,1.0
1994-95,Civil & Environmental Eng,36.0,122,0.29508196721311475
1994-95,Classics,3.0,9,0.3333333333333333
1994-95,Comparative Literature,25.0,31,0.8064516129032258
1994-95,Earth & Planetary Science,6.0,9,0.6666666666666666
1994-95,East Asian Lang & Culture,18.0,33,0.5454545454545454
1994-95,Economics,125.0,347,0.36023054755043227
1994-95,Electrical Eng & Computer Sci,40.0,255,0.1568627450980392
1994-95,Engineering Science,3.0,13,0.23076923076923078
1994-95,English,270.0,442,0.6108597285067874
1994-95,"Env Sci, Policy, & Mgmt",58.0,100,0.58
1994-95,Ethnic Studies,48.0,72,0.6666666666666666
1994-95,Film and Media,12.0,30,0.4
1994-95,French,26.0,36,0.7222222222222222
1994-95,Gender & Womens Studies,20.0,22,0.9090909090909091
1994-95,Geography,16.0,45,0.35555555555555557
1994-95,German,14.0,23,0.6086956521739131
1994-95,History,108.0,278,0.38848920863309355
1994-95,History of Art,31.0,36,0.8611111111111112
1994-95,Industrial Eng & Ops Research,11.0,32,0.34375
1994-95,Integrative Biology,134.0,240,0.5583333333333333
1994-95,Interdisc Social Science Pgms,123.0,229,0.537117903930131
1994-95,Italian Studies,4.0,7,0.5714285714285714
1994-95,L&S Chemistry,4.0,15,0.26666666666666666
1994-95,L&S Computer Science,23.0,76,0.3026315789473684
1994-95,L&S Legal Studies,33.0,73,0.4520547945205479
1994-95,L&S Social Welfare,60.0,76,0.7894736842105263
1994-95,Landscape Arch & Env Plan,6.0,14,0.42857142857142855
1994-95,Linguistics,15.0,17,0.8823529411764706
1994-95,Materials Science & Eng,4.0,36,0.1111111111111111
1994-95,Mathematics,30.0,90,0.3333333333333333
1994-95,Mechanical Engineering,7.0,130,0.05384615384615385
1994-95,Molecular & Cell Biology,221.0,495,0.44646464646464645
1994-95,Music,10.0,17,0.5882352941176471
1994-95,Near Eastern Studies,6.0,9,0.6666666666666666
1994-95,Nuclear Engineering,,13,
1994-95,Nutritional Sciences & Tox,23.0,28,0.8214285714285714
1994-95,Optometry,37.0,63,0.5873015873015873
1994-95,Other Arts & Humanities Pgms,2.0,3,0.6666666666666666
1994-95,Other Bio Sciences Pgms,,1,
1994-95,Other Physical Sciences Pgms,,2,
1994-95,Other Social Sciences Programs,16.0,27,0.5925925925925926
1994-95,Philosophy,15.0,47,0.3191489361702128
1994-95,Physics,6.0,60,0.1
1994-95,Plant & Microbial Biology,3.0,8,0.375
1994-95,Political Science,176.0,351,0.5014245014245015
1994-95,Psychology,273.0,367,0.7438692098092643
1994-95,Rhetoric,46.0,90,0.5111111111111111
1994-95,Scandinavian,,1,
1994-95,Slavic Languages & Literatures,8.0,12,0.6666666666666666
1994-95,Sociology,85.0,137,0.6204379562043796
1994-95,South & SE Asian Studies,3.0,4,0.75
1994-95,Spanish & Portuguese,45.0,72,0.625
1994-95,Statistics,8.0,18,0.4444444444444444
1994-95,Theater Dance & Perf Stds,21.0,27,0.7777777777777778
1994-95,UG Interdisciplinary Studies,179.0,312,0.5737179487179487
1995-96,African American Studies,11.0,20,0.55
1995-96,Ag & Resource Econ & Pol,8.0,23,0.34782608695652173
1995-96,Anthropology,96.0,141,0.6808510638297872
1995-96,Architecture,61.0,166,0.3674698795180723
1995-96,Art Practice,41.0,60,0.6833333333333333
1995-96,Astronomy,3.0,9,0.3333333333333333
1995-96,Bioengineering,4.0,13,0.3076923076923077
1995-96,Business,131.0,273,0.47985347985347987
1995-96,Chem & Biomolecular Eng,32.0,95,0.3368421052631579
1995-96,Chemistry,31.0,75,0.41333333333333333
1995-96,Civil & Environmental Eng,39.0,122,0.319672131147541
1995-96,Classics,4.0,9,0.4444444444444444
1995-96,Comparative Literature,39.0,52,0.75
1995-96,Earth & Planetary Science,9.0,17,0.5294117647058824
1995-96,East Asian Lang & Culture,23.0,34,0.6764705882352942
1995-96,Economics,137.0,376,0.36436170212765956
1995-96,Electrical Eng & Computer Sci,34.0,242,0.14049586776859505
1995-96,Engineering Science,7.0,22,0.3181818181818182
1995-96,English,239.0,420,0.569047619047619
1995-96,"Env Sci, Policy, & Mgmt",75.0,126,0.5952380952380952
1995-96,Ethnic Studies,56.0,85,0.6588235294117647
1995-96,Film and Media,13.0,27,0.48148148148148145
1995-96,French,22.0,27,0.8148148148148148
1995-96,Gender & Womens Studies,12.0,12,1.0
1995-96,Geography,12.0,28,0.42857142857142855
1995-96,German,4.0,13,0.3076923076923077
1995-96,History,101.0,219,0.4611872146118721
1995-96,History of Art,40.0,49,0.8163265306122449
1995-96,Industrial Eng & Ops Research,3.0,28,0.10714285714285714
1995-96,Integrative Biology,129.0,232,0.5560344827586207
1995-96,Interdisc Social Science Pgms,122.0,240,0.5083333333333333
1995-96,Italian Studies,5.0,5,1.0
1995-96,L&S Chemistry,2.0,4,0.5
1995-96,L&S Computer Science,33.0,121,0.2727272727272727
1995-96,L&S Legal Studies,32.0,70,0.45714285714285713
1995-96,L&S Social Welfare,78.0,96,0.8125
1995-96,Landscape Arch & Env Plan,9.0,15,0.6
1995-96,Linguistics,13.0,21,0.6190476190476191
1995-96,Materials Science & Eng,8.0,31,0.25806451612903225
1995-96,Mathematics,25.0,86,0.29069767441860467
1995-96,Mechanical Engineering,8.0,103,0.07766990291262135
1995-96,Molecular & Cell Biology,290.0,595,0.48739495798319327
1995-96,Music,20.0,38,0.5263157894736842
1995-96,Near Eastern Studies,8.0,17,0.47058823529411764
1995-96,Nuclear Engineering,1.0,19,0.05263157894736842
1995-96,Nutritional Sciences & Tox,25.0,30,0.8333333333333334
1995-96,Optometry,8.0,25,0.32
1995-96,Other Arts & Humanities Pgms,1.0,1,1.0
1995-96,Other Bio Sciences Pgms,,1,
1995-96,Other Clg of Natural Res Pgms,1.0,2,0.5
1995-96,Other Physical Sciences Pgms,,3,
1995-96,Other Social Sciences Programs,8.0,17,0.47058823529411764
1995-96,Philosophy,19.0,58,0.3275862068965517
1995-96,Physics,8.0,41,0.1951219512195122
1995-96,Plant & Microbial Biology,8.0,14,0.5714285714285714
1995-96,Political Science,194.0,392,0.49489795918367346
1995-96,Psychology,275.0,392,0.701530612244898
1995-96,Rhetoric,57.0,101,0.5643564356435643
1995-96,Scandinavian,1.0,2,0.5
1995-96,Slavic Languages & Literatures,8.0,13,0.6153846153846154
1995-96,Sociology,89.0,142,0.6267605633802817
1995-96,South & SE Asian Studies,,1,
1995-96,Spanish & Portuguese,49.0,66,0.7424242424242424
1995-96,Statistics,8.0,18,0.4444444444444444
1995-96,Theater Dance & Perf Stds,22.0,29,0.7586206896551724
1995-96,UG Interdisciplinary Studies,214.0,338,0.6331360946745562
1996-97,African American Studies,4.0,9,0.4444444444444444
1996-97,Ag & Resource Econ & Pol,13.0,30,0.43333333333333335
1996-97,Anthropology,91.0,125,0.728
1996-97,Architecture,52.0,152,0.34210526315789475
1996-97,Art Practice,26.0,44,0.5909090909090909
1996-97,Astronomy,4.0,13,0.3076923076923077
1996-97,Bioengineering,6.0,24,0.25
1996-97,Business,127.0,265,0.47924528301886793
1996-97,Chem & Biomolecular Eng,18.0,96,0.1875
1996-97,Chemistry,19.0,56,0.3392857142857143
1996-97,Civil & Environmental Eng,33.0,116,0.28448275862068967
1996-97,Classics,2.0,3,0.6666666666666666
1996-97,Comparative Literature,26.0,33,0.7878787878787878
1996-97,Earth & Planetary Science,6.0,14,0.42857142857142855
1996-97,East Asian Lang & Culture,31.0,47,0.6595744680851063
1996-97,Economics,176.0,457,0.3851203501094092
1996-97,Electrical Eng & Computer Sci,35.0,245,0.14285714285714285
1996-97,Engineering Science,6.0,34,0.17647058823529413
1996-97,English,230.0,373,0.6166219839142091
1996-97,"Env Sci, Policy, & Mgmt",65.0,98,0.6632653061224489
1996-97,Ethnic Studies,56.0,90,0.6222222222222222
1996-97,Film and Media,10.0,26,0.38461538461538464
1996-97,French,18.0,22,0.8181818181818182
1996-97,Gender & Womens Studies,13.0,14,0.9285714285714286
1996-97,Geography,13.0,31,0.41935483870967744
1996-97,German,10.0,17,0.5882352941176471
1996-97,History,98.0,226,0.4336283185840708
1996-97,History of Art,46.0,51,0.9019607843137255
1996-97,Industrial Eng & Ops Research,14.0,43,0.32558139534883723
1996-97,Integrative Biology,134.0,231,0.5800865800865801
1996-97,Interdisc Social Science Pgms,116.0,185,0.6270270270270271
1996-97,Italian Studies,5.0,6,0.8333333333333334
1996-97,L&S Chemistry,4.0,7,0.5714285714285714
1996-97,L&S Computer Science,26.0,135,0.1925925925925926
1996-97,L&S Legal Studies,34.0,75,0.4533333333333333
1996-97,L&S Social Welfare,74.0,88,0.8409090909090909
1996-97,Landscape Arch & Env Plan,5.0,11,0.45454545454545453
1996-97,Linguistics,15.0,18,0.8333333333333334
1996-97,Materials Science & Eng,10.0,38,0.2631578947368421
1996-97,Mathematics,27.0,82,0.32926829268292684
1996-97,Mechanical Engineering,17.0,114,0.14912280701754385
1996-97,Molecular & Cell Biology,287.0,587,0.4889267461669506
1996-97,Music,18.0,33,0.5454545454545454
1996-97,Near Eastern Studies,2.0,5,0.4
1996-97,Nuclear Engineering,3.0,13,0.23076923076923078
1996-97,Nutritional Sciences & Tox,29.0,33,0.8787878787878788
1996-97,Optometry,17.0,32,0.53125
1996-97,Other Arts & Humanities Pgms,,1,
1996-97,Other Clg of Natural Res Pgms,,1,
1996-97,Other Env Design Programs,,1,
1996-97,Other Physical Sciences Pgms,1.0,3,0.3333333333333333
1996-97,Other Social Sciences Programs,11.0,13,0.8461538461538461
1996-97,Philosophy,12.0,59,0.2033898305084746
1996-97,Physics,7.0,44,0.1590909090909091
1996-97,Plant & Microbial Biology,3.0,6,0.5
1996-97,Political Science,141.0,315,0.44761904761904764
1996-97,Psychology,277.0,383,0.7232375979112271
1996-97,Rhetoric,41.0,90,0.45555555555555555
1996-97,Scandinavian,1.0,1,1.0
1996-97,Slavic Languages & Literatures,,1,
1996-97,Sociology,96.0,143,0.6713286713286714
1996-97,South & SE Asian Studies,1.0,3,0.3333333333333333
1996-97,Spanish & Portuguese,46.0,61,0.7540983606557377
1996-97,Statistics,5.0,20,0.25
1996-97,Theater Dance & Perf Stds,16.0,23,0.6956521739130435
1996-97,UG Interdisciplinary Studies,215.0,371,0.5795148247978437
1997-98,African American Studies,9.0,10,0.9
1997-98,Ag & Resource Econ & Pol,12.0,29,0.41379310344827586
1997-98,Anthropology,98.0,136,0.7205882352941176
1997-98,Architecture,69.0,140,0.4928571428571429
1997-98,Art Practice,25.0,48,0.5208333333333334
1997-98,Astronomy,6.0,18,0.3333333333333333
1997-98,Bioengineering,5.0,14,0.35714285714285715
1997-98,Business,145.0,292,0.4965753424657534
1997-98,Chem & Biomolecular Eng,17.0,73,0.2328767123287671
1997-98,Chemistry,24.0,66,0.36363636363636365
1997-98,Civil & Environmental Eng,40.0,117,0.3418803418803419
1997-98,Classics,3.0,8,0.375
1997-98,Comparative Literature,24.0,33,0.7272727272727273
1997-98,Earth & Planetary Science,3.0,8,0.375
1997-98,East Asian Lang & Culture,20.0,31,0.6451612903225806
1997-98,Economics,158.0,425,0.37176470588235294
1997-98,Electrical Eng & Computer Sci,34.0,239,0.14225941422594143
1997-98,Engineering Science,3.0,25,0.12
1997-98,English,225.0,360,0.625
1997-98,"Env Sci, Policy, & Mgmt",67.0,100,0.67
1997-98,Ethnic Studies,49.0,66,0.7424242424242424
1997-98,Film and Media,14.0,31,0.45161290322580644
1997-98,French,11.0,22,0.5
1997-98,Gender & Womens Studies,16.0,16,1.0
1997-98,Geography,10.0,28,0.35714285714285715
1997-98,German,13.0,23,0.5652173913043478
1997-98,History,87.0,215,0.4046511627906977
1997-98,History of Art,35.0,46,0.7608695652173914
1997-98,Industrial Eng & Ops Research,10.0,32,0.3125
1997-98,Integrative Biology,131.0,221,0.5927601809954751
1997-98,Interdisc Social Science Pgms,109.0,188,0.5797872340425532
1997-98,Italian Studies,7.0,10,0.7
1997-98,L&S Chemistry,3.0,5,0.6
1997-98,L&S Computer Science,32.0,114,0.2807017543859649
1997-98,L&S Legal Studies,32.0,67,0.47761194029850745
1997-98,L&S Social Welfare,55.0,65,0.8461538461538461
1997-98,Landscape Arch & Env Plan,9.0,15,0.6
1997-98,Linguistics,9.0,16,0.5625
1997-98,Materials Science & Eng,3.0,30,0.1
1997-98,Mathematics,26.0,76,0.34210526315789475
1997-98,Mechanical Engineering,11.0,108,0.10185185185185185
1997-98,Molecular & Cell Biology,276.0,595,0.4638655462184874
1997-98,Music,13.0,24,0.5416666666666666
1997-98,Near Eastern Studies,4.0,5,0.8
1997-98,Nuclear Engineering,1.0,4,0.25
1997-98,Nutritional Sciences & Tox,33.0,46,0.717391304347826
1997-98,Optometry,14.0,23,0.6086956521739131
1997-98,Other Arts & Humanities Pgms,1.0,4,0.25
1997-98,Other Bio Sciences Pgms,,2,
1997-98,Other Clg of Natural Res Pgms,1.0,1,1.0
1997-98,Other Env Design Programs,1.0,2,0.5
1997-98,Other Physical Sciences Pgms,,6,
1997-98,Other Social Sciences Programs,,4,
1997-98,Philosophy,17.0,65,0.26153846153846155
1997-98,Physics,6.0,45,0.13333333333333333
1997-98,Plant & Microbial Biology,2.0,6,0.3333333333333333
1997-98,Political Science,157.0,343,0.4577259475218659
1997-98,Psychology,271.0,379,0.7150395778364116
1997-98,Rhetoric,48.0,86,0.5581395348837209
1997-98,Scandinavian,2.0,4,0.5
1997-98,Slavic Languages & Literatures,3.0,8,0.375
1997-98,Sociology,95.0,150,0.6333333333333333
1997-98,South & SE Asian Studies,1.0,2,0.5
1997-98,Spanish & Portuguese,45.0,60,0.75
1997-98,Statistics,6.0,12,0.5
1997-98,Theater Dance & Perf Stds,14.0,24,0.5833333333333334
1997-98,UG Interdisciplinary Studies,230.0,388,0.5927835051546392
1998-99,African American Studies,7.0,15,0.4666666666666667
1998-99,Ag & Resource Econ & Pol,9.0,19,0.47368421052631576
1998-99,Anthropology,99.0,135,0.7333333333333333
1998-99,Architecture,99.0,204,0.4852941176470588
1998-99,Art Practice,40.0,59,0.6779661016949152
1998-99,Astronomy,3.0,11,0.2727272727272727
1998-99,Bioengineering,6.0,26,0.23076923076923078
1998-99,Business,124.0,268,0.4626865671641791
1998-99,Chem & Biomolecular Eng,31.0,79,0.3924050632911392
1998-99,Chemistry,24.0,57,0.42105263157894735
1998-99,Civil & Environmental Eng,31.0,86,0.36046511627906974
1998-99,Classics,5.0,8,0.625
1998-99,Comparative Literature,28.0,34,0.8235294117647058
1998-99,Earth & Planetary Science,3.0,15,0.2
1998-99,East Asian Lang & Culture,19.0,29,0.6551724137931034
1998-99,Economics,175.0,447,0.39149888143176736
1998-99,Electrical Eng & Computer Sci,41.0,277,0.148014440433213
1998-99,Engineering Science,5.0,16,0.3125
1998-99,English,244.0,370,0.6594594594594595
1998-99,"Env Sci, Policy, & Mgmt",70.0,99,0.7070707070707071
1998-99,Ethnic Studies,52.0,76,0.6842105263157895
1998-99,Film and Media,11.0,30,0.36666666666666664
1998-99,French,25.0,30,0.8333333333333334
1998-99,Gender & Womens Studies,18.0,18,1.0
1998-99,Geography,14.0,36,0.3888888888888889
1998-99,German,4.0,8,0.5
1998-99,History,100.0,215,0.46511627906976744
1998-99,History of Art,45.0,52,0.8653846153846154
1998-99,Industrial Eng & Ops Research,20.0,36,0.5555555555555556
1998-99,Integrative Biology,137.0,255,0.5372549019607843
1998-99,Interdisc Social Science Pgms,144.0,237,0.6075949367088608
1998-99,Italian Studies,4.0,8,0.5
1998-99,L&S Chemistry,2.0,4,0.5
1998-99,L&S Computer Science,25.0,94,0.26595744680851063
1998-99,L&S Legal Studies,40.0,77,0.5194805194805194
1998-99,L&S Social Welfare,92.0,119,0.773109243697479
1998-99,Landscape Arch & Env Plan,4.0,6,0.6666666666666666
1998-99,Linguistics,13.0,18,0.7222222222222222
1998-99,Materials Science & Eng,6.0,32,0.1875
1998-99,Mathematics,30.0,97,0.30927835051546393
1998-99,Mechanical Engineering,22.0,111,0.1981981981981982
1998-99,Molecular & Cell Biology,255.0,550,0.4636363636363636
1998-99,Music,17.0,36,0.4722222222222222
1998-99,Near Eastern Studies,13.0,19,0.6842105263157895
1998-99,Nuclear Engineering,2.0,6,0.3333333333333333
1998-99,Nutritional Sciences & Tox,23.0,31,0.7419354838709677
1998-99,Optometry,10.0,17,0.5882352941176471
1998-99,Other Clg of Natural Res Pgms,1.0,1,1.0
1998-99,Other Physical Sciences Pgms,1.0,8,0.125
1998-99,Other Social Sciences Programs,2.0,5,0.4
1998-99,Philosophy,17.0,67,0.2537313432835821
1998-99,Physics,9.0,47,0.19148936170212766
1998-99,Plant & Microbial Biology,8.0,14,0.5714285714285714
1998-99,Political Science,175.0,356,0.49157303370786515
1998-99,Psychology,255.0,351,0.7264957264957265
1998-99,Rhetoric,48.0,83,0.5783132530120482
1998-99,Scandinavian,2.0,3,0.6666666666666666
1998-99,Slavic Languages & Literatures,8.0,9,0.8888888888888888
1998-99,Sociology,119.0,156,0.7628205128205128
1998-99,South & SE Asian Studies,3.0,3,1.0
1998-99,Spanish & Portuguese,41.0,54,0.7592592592592593
1998-99,Statistics,12.0,27,0.4444444444444444
1998-99,Theater Dance & Perf Stds,15.0,25,0.6
1998-99,UG Interdisciplinary Studies,281.0,434,0.6474654377880185
1999-00,African American Studies,5.0,13,0.38461538461538464
1999-00,Ag & Resource Econ & Pol,14.0,30,0.4666666666666667
1999-00,Anthropology,91.0,123,0.7398373983739838
1999-00,Architecture,93.0,189,0.49206349206349204
1999-00,Art Practice,27.0,43,0.627906976744186
1999-00,Astronomy,12.0,23,0.5217391304347826
1999-00,Bioengineering,12.0,41,0.2926829268292683
1999-00,Business,131.0,295,0.4440677966101695
1999-00,Chem & Biomolecular Eng,35.0,94,0.3723404255319149
1999-00,Chemistry,22.0,59,0.3728813559322034
1999-00,Civil & Environmental Eng,35.0,109,0.3211009174311927
1999-00,Classics,8.0,17,0.47058823529411764
1999-00,Comparative Literature,33.0,42,0.7857142857142857
1999-00,Earth & Planetary Science,3.0,10,0.3
1999-00,East Asian Lang & Culture,17.0,24,0.7083333333333334
1999-00,Economics,208.0,475,0.4378947368421053
1999-00,Electrical Eng & Computer Sci,56.0,306,0.1830065359477124
1999-00,Engineering Science,5.0,17,0.29411764705882354
1999-00,English,277.0,407,0.6805896805896806
